caso_numero,victima_edad,victima_identidad_genero,victima_tipo,hecho_provincia,hecho_modalidad_comisiva,hecho_fecha,añomes,mes
873,16,MUJER,PRINCIPAL,Tucuman,ABUSO SEXUAL,2017-04-14,2017,4
905,17,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2017-05-06,2017,5
936,37,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2017-06-27,2017,6
957,999,MUJER,PRINCIPAL,Tucuman,GOLPES,2014-06-22,2014,6
959,24,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2014-07-06,2014,7
955,21,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2017-04-02,2017,4
989,30,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2013-04-01,2013,4
1000,31,TRANSGENERO,PRINCIPAL,Tucuman,ASFIXIA,2017-08-12,2017,8
1047,20,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2017-12-08,2017,12
1072,50,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2018-01-24,2018,1
1102,26,MUJER,PRINCIPAL,Tucuman,OTROS,2018-03-30,2018,3
1117,,TRANSGENERO,PRINCIPAL,Tucuman,INDEFINIDO,2018-02-19,2018,2
1161,3,MUJER,PRINCIPAL,Tucuman,GOLPES,2017-04-11,2017,4
1177,42,MUJER,PRINCIPAL,Tucuman,ACUCHILLAMIENTO,2017-09-29,2017,9
1180,31,MUJER,PRINCIPAL,Tucuman,GOLPES,2017-11-20,2017,11
1193,29,MUJER,VINCULADO,Tucuman,DISPARO DE BALA,2018-08-03,2018,8
1184,30,MUJER,PRINCIPAL,Tucuman,GOLPES,2017-11-23,2017,11
1193,23,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2018-08-03,2018,8
1226,14,MUJER,PRINCIPAL,Tucuman,INDEFINIDO,2018-09-21,2018,9
1237,35,MUJER,PRINCIPAL,Tucuman,ESTRANGULAMIENTO,2016-07-16,2016,7
888,,MUJER,PRINCIPAL,Tucuman,ACUCHILLAMIENTO,2017-04-23,2017,4
1003,22,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2017-09-01,2017,9
1046,38,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2014-11-16,2014,11
211,24,MUJER,PRINCIPAL,Misiones,OTROS,2014-08-17,2014,8
198,47,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2015-07-27,2015,7
220,1,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2015-06-10,2015,6
230,30,MUJER,PRINCIPAL,La Rioja,DISPARO DE BALA,2013-03-25,2013,3
257,21,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2014-08-14,2014,8
247,14,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2014-08-21,2014,8
268,74,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2015-05-12,2015,5
319,35,MUJER,PRINCIPAL,Catamarca,GOLPES,2013-10-06,2013,10
333,13,MUJER,PRINCIPAL,Corrientes,ESTRANGULAMIENTO,2014-09-17,2014,9
404,43,MUJER,PRINCIPAL,Santa Fe,OTROS,2014-09-06,2014,9
443,40,MUJER,PRINCIPAL,Rio Negro,DISPARO DE BALA,2013-04-30,2013,4
510,21,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2014-03-08,2014,3
513,19,MUJER,PRINCIPAL,Misiones,DISPARO DE BALA,2014-08-06,2014,8
517,18,MUJER,PRINCIPAL,Mendoza,QUEMADURAS,,,
531,35,MUJER,PRINCIPAL,Mendoza,ACUCHILLAMIENTO,,,
314,18,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2014-12-09,2014,12
592,25,MUJER,PRINCIPAL,Mendoza,GOLPES,2016-02-15,2016,2
752,65,MUJER,VINCULADO,Cordoba,ACUCHILLAMIENTO,2016-10-23,2016,10
1146,26,MUJER,PRINCIPAL,Tucuman,AHORCAMIENTO,2018-07-16,2018,7
1232,19,MUJER,PRINCIPAL,Tucuman,ACUCHILLAMIENTO,2018-10-27,2018,10
212,29,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2014-03-13,2014,3
236,36,MUJER,PRINCIPAL,Entre Rios,INDEFINIDO,2013-03-31,2013,3
417,28,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,1905-07-05,1905,7
432,32,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,,,
430,49,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,,,
425,45,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,,,
465,11,MUJER,PRINCIPAL,Buenos Aires,OTROS,2013-02-23,2013,2
752,31,MUJER,PRINCIPAL,Mendoza,ACUCHILLAMIENTO,2016-10-23,2016,10
752,90,MUJER,VINCULADO,Mendoza,ACUCHILLAMIENTO,2016-10-23,2016,10
797,999,MUJER,PRINCIPAL,Buenos Aires,OTROS,1905-07-06,1905,7
